sc	st	en	id
ScOZjSD_2324	185242210	185245525	g11449
ScOZjSD_2324	185245885	185267202	g11450
ScOZjSD_2324	185274228	185305007	g11451
ScOZjSD_2324	185306473	185306820	g11452
ScOZjSD_2324	185361160	185380073	g11453
ScOZjSD_2324	185397346	185462492	g11454
ScOZjSD_2324	185487457	185508816	g11455
ScOZjSD_2324	185512428	185627129	g11456
ScOZjSD_2324	185633593	185634087	g11457
ScOZjSD_2324	185694670	185695335	g11458
ScOZjSD_2324	185767745	185768813	g11459
ScOZjSD_2324	185770837	185812570	g11460
ScOZjSD_2324	185825485	185966867	g11461
ScOZjSD_2324	185971918	185987213	g11462
ScOZjSD_2324	186032826	186047352	g11463
ScOZjSD_2324	186080723	186090684	g11464
ScOZjSD_2324	186098665	186101835	g11465
ScOZjSD_2324	186118625	186122421	g11466
ScOZjSD_2324	186137804	186139720	g11467
ScOZjSD_2324	186194793	186218631	g11468
ScOZjSD_2324	186238901	186282570	g11469
ScOZjSD_2324	186282907	186325197	g11470
ScOZjSD_2324	186367180	186398698	g11471
ScOZjSD_2324	186414791	186427217	g11472
ScOZjSD_2324	186434228	186480500	g11473
ScOZjSD_2324	186520297	186549791	g11474
ScOZjSD_2324	186561805	186568963	g11475
ScOZjSD_2324	186594271	186613013	g11476
ScOZjSD_2324	186625769	186631491	g11477
ScOZjSD_2324	186636897	186648277	g11478
ScOZjSD_2324	186671308	186674293	g11479
ScOZjSD_2324	186680442	186683559	g11480
ScOZjSD_2324	186689467	186695103	g11481
ScOZjSD_2324	186704344	186707634	g11482
ScOZjSD_2324	186715678	186747429	g11483
ScOZjSD_2324	186749952	186788581	g11484
ScOZjSD_2324	186804356	186827214	g11485
ScOZjSD_2324	186828076	186833942	g11486
ScOZjSD_2324	186845060	186851009	g11487
ScOZjSD_2324	186870049	186920372	g11488
ScOZjSD_2324	186943061	186996224	g11489
ScOZjSD_2324	187063726	187064303	g11490
ScOZjSD_2324	187096515	187134465	g11491
ScOZjSD_2324	187140365	187241092	g11492
ScOZjSD_2324	187281152	187282114	g11493
ScOZjSD_2324	187290383	187317999	g11494
ScOZjSD_2324	187319414	187321917	g11495
ScOZjSD_2324	187354747	187378221	g11496
ScOZjSD_2324	187383954	187515253	g11497
ScOZjSD_2324	187517053	187575824	g11498
ScOZjSD_2324	187577891	187599007	g11499
ScOZjSD_2324	187638875	187765390	g11500
ScOZjSD_2324	187766858	187767121	g11501
ScOZjSD_2324	187808857	187843179	g11502
ScOZjSD_2324	187899372	187924067	g11503
ScOZjSD_2324	187963477	187971018	g11504
ScOZjSD_2324	187996615	188019343	g11505
ScOZjSD_2324	188031905	188062008	g11506
ScOZjSD_2324	188078900	188131395	g11507
ScOZjSD_2324	188135205	188185234	g11508
ScOZjSD_2324	188240930	188241358	g11509
ScOZjSD_2324	188250483	188311279	g11510
ScOZjSD_2324	188311362	188311745	g11511
ScOZjSD_2324	188352773	188367230	g11512
ScOZjSD_2324	188419614	188421491	g11513
ScOZjSD_2324	188429597	188472559	g11514
ScOZjSD_2324	188498786	188649789	g11515
ScOZjSD_2324	188708952	188764644	g11516
ScOZjSD_2324	188846818	188908677	g11517
ScOZjSD_2324	188920116	188932997	g11518
ScOZjSD_2324	188937732	188972733	g11519
ScOZjSD_2324	188979195	189019313	g11520
ScOZjSD_2324	189041030	189062586	g11521
ScOZjSD_2324	189073428	189097834	g11522
ScOZjSD_2324	189112618	189157899	g11523
ScOZjSD_2324	189172534	189172791	g11524
ScOZjSD_2324	189221174	189227917	g11525
ScOZjSD_2324	189243430	189273654	g11526
ScOZjSD_2324	189325725	189396241	g11527
ScOZjSD_2324	189398790	189469568	g11528
ScOZjSD_2324	189495164	189536789	g11529
ScOZjSD_2324	189574486	189575136	g11530
ScOZjSD_2324	189578047	189614390	g11531
ScOZjSD_2324	189643746	189643952	g11532
ScOZjSD_2324	189686835	189687365	g11533
ScOZjSD_2324	189689612	189700149	g11534
ScOZjSD_2324	189735042	189735251	g11535
ScOZjSD_2324	189853557	189876544	g11536
ScOZjSD_2324	189876951	189906728	g11537
ScOZjSD_2324	190227271	190231899	g11538
ScOZjSD_2324	190269574	190298155	g11539
ScOZjSD_2324	190299939	190300175	g11540
ScOZjSD_2324	190300332	190303363	g11541
ScOZjSD_2324	190312892	190349728	g11542
ScOZjSD_2324	190363892	190372492	g11543
ScOZjSD_2324	190386465	190452703	g11544
ScOZjSD_2324	190464251	190518457	g11545
ScOZjSD_2324	190593042	190599292	g11546
ScOZjSD_2324	190610761	190616445	g11547
ScOZjSD_2324	190652273	190731480	g11548
ScOZjSD_2324	190735328	190771673	g11549
ScOZjSD_2324	190777380	190800358	g11550
ScOZjSD_2324	190807990	190872774	g11551
ScOZjSD_2324	190876590	190880081	g11552
ScOZjSD_2324	190888000	190892004	g11553
ScOZjSD_2324	190896954	190908060	g11554
ScOZjSD_2324	190929645	190969345	g11555
ScOZjSD_2324	191046017	191051807	g11556
ScOZjSD_2324	191070593	191080732	g11557
ScOZjSD_2324	191198278	191229296	g11558
ScOZjSD_2324	191268098	191268451	g11559
ScOZjSD_2324	191352886	191375364	g11560
ScOZjSD_2324	191376134	191376370	g11561
ScOZjSD_2324	191395471	191420601	g11562
ScOZjSD_2324	191457785	191497186	g11563
ScOZjSD_2324	191765251	191765490	g11564
ScOZjSD_2324	191786887	191808408	g11565
ScOZjSD_2324	191810081	191826201	g11566
ScOZjSD_2324	191830517	191861993	g11567
ScOZjSD_2324	191925519	191945196	g11568
ScOZjSD_2324	191975978	192063300	g11569
ScOZjSD_2324	192091225	192107475	g11570
ScOZjSD_2324	192300904	192302925	g11571
ScOZjSD_2324	192367617	192383560	g11572
ScOZjSD_2324	192425192	192466232	g11573
ScOZjSD_2324	192545413	192563814	g11574
ScOZjSD_2324	192568618	192569455	g11575
ScOZjSD_2324	192681871	192730302	g11576
ScOZjSD_2324	192765425	192765718	g11577
ScOZjSD_2324	192829203	192839658	g11578
ScOZjSD_2324	193021580	193082933	g11579
ScOZjSD_2324	193092717	193093432	g11580
ScOZjSD_2324	193145876	193146163	g11581
ScOZjSD_2324	193181414	193195483	g11582
ScOZjSD_2324	193325815	193495052	g11583
ScOZjSD_2324	193539386	193563611	g11584
ScOZjSD_2324	193630954	193718498	g11585
ScOZjSD_2324	193725023	193778188	g11586
ScOZjSD_2324	193808526	193858819	g11587
ScOZjSD_2324	193875953	193880469	g11588
ScOZjSD_2324	193965328	194101735	g11589
ScOZjSD_2324	194127409	194159718	g11590
ScOZjSD_2324	194169933	194190263	g11591
ScOZjSD_2324	194197324	194240970	g11592
ScOZjSD_2324	194295637	194305232	g11593
ScOZjSD_2324	194335015	194335710	g11594
ScOZjSD_2324	194353425	194400568	g11595
ScOZjSD_2324	194420063	194420416	g11596
ScOZjSD_2324	194422450	194546054	g11597
ScOZjSD_2324	194591799	194592053	g11598
ScOZjSD_2324	194594086	194654395	g11599
ScOZjSD_2324	194674497	194693168	g11600
ScOZjSD_2324	194741101	194754152	g11601
ScOZjSD_2324	194820152	194868763	g11602
ScOZjSD_2324	194874165	194916291	g11603
ScOZjSD_2324	194955731	195035729	g11604
ScOZjSD_2324	195047359	195088745	g11605
ScOZjSD_2324	195189590	195207156	g11606
ScOZjSD_2324	195215095	195219280	g11607
ScOZjSD_2324	195245465	195282703	g11608
ScOZjSD_2324	195298632	195329634	g11609
ScOZjSD_2324	195334571	195336331	g11610
ScOZjSD_2324	195406270	195514097	g11611
ScOZjSD_2324	195532983	195541743	g11612
ScOZjSD_2324	195553121	195565821	g11613
ScOZjSD_2324	195570735	195598485	g11614
ScOZjSD_2324	195605147	195703210	g11615
ScOZjSD_2324	195731794	195766254	g11616
ScOZjSD_2324	195778628	195780538	g11617
ScOZjSD_2324	195783399	195783965	g11618
ScOZjSD_2324	195784044	195796202	g11619
ScOZjSD_2324	195800262	195863609	g11620
ScOZjSD_2324	195900679	195910175	g11621
ScOZjSD_2324	195939790	195980485	g11622
ScOZjSD_2324	195988144	195999760	g11623
ScOZjSD_2324	196001068	196077027	g11624
ScOZjSD_2324	196096417	196107940	g11625
ScOZjSD_2324	196119352	196119564	g11626
ScOZjSD_2324	196120838	196135435	g11627
ScOZjSD_2324	196136486	196136893	g11628
ScOZjSD_2324	196138442	196143493	g11629
ScOZjSD_2324	196144254	196145502	g11630
ScOZjSD_2324	196164206	196186222	g11631
ScOZjSD_2324	196197112	196197684	g11632
ScOZjSD_2324	196203622	196217234	g11633
ScOZjSD_2324	196218535	196234111	g11634
ScOZjSD_2324	196242183	196267883	g11635
ScOZjSD_2324	196304203	196305900	g11636
ScOZjSD_2324	196311755	196317178	g11637
ScOZjSD_2324	196357761	196370467	g11638
ScOZjSD_2324	196421790	196422725	g11639
ScOZjSD_2324	196460151	196467799	g11640
ScOZjSD_2324	196469591	196499762	g11641
ScOZjSD_2324	196502526	196549777	g11642
ScOZjSD_2324	196614255	196662131	g11643
ScOZjSD_2324	196698641	196732892	g11644
ScOZjSD_2324	196733361	196790632	g11645
ScOZjSD_2324	196891401	196914892	g11646
ScOZjSD_2324	196921795	196922405	g11647
ScOZjSD_2324	196947112	196972035	g11648
ScOZjSD_2324	196976112	196988711	g11649
ScOZjSD_2324	197064416	197067417	g11650
ScOZjSD_2324	197124901	197126962	g11651
ScOZjSD_2324	197139593	197161020	g11652
ScOZjSD_2324	197189182	197228692	g11653
ScOZjSD_2324	197233123	197255078	g11654
ScOZjSD_2324	197259473	197259958	g11655
ScOZjSD_2324	197279774	197421005	g11656
ScOZjSD_2324	197475301	197564910	g11657
ScOZjSD_2324	197571364	197585124	g11658
ScOZjSD_2324	197615956	197665236	g11659
ScOZjSD_2324	197710354	197782731	g11660
ScOZjSD_2324	197815720	197836557	g11661
ScOZjSD_2324	197839174	197912363	g11662
ScOZjSD_2324	197913232	197922497	g11663
ScOZjSD_2324	197932945	197944443	g11664
ScOZjSD_2324	197972170	198026457	g11665
ScOZjSD_2324	198045501	198046965	g11666
ScOZjSD_2324	198051327	198076369	g11667
ScOZjSD_2324	198106262	198160157	g11668
ScOZjSD_2324	198180609	198186855	g11669
ScOZjSD_2324	198188833	198203097	g11670
ScOZjSD_2324	198208620	198209411	g11671
ScOZjSD_2324	198210721	198231590	g11672
ScOZjSD_2324	198249916	198298351	g11673
ScOZjSD_2324	198304687	198305004	g11674
ScOZjSD_2324	198338230	198341401	g11675
ScOZjSD_2324	198351398	198378181	g11676
ScOZjSD_2324	198382101	198422408	g11677
ScOZjSD_2324	198434607	198454443	g11678
ScOZjSD_2324	198465761	198501000	g11679
ScOZjSD_2324	198530964	198534349	g11680
ScOZjSD_2324	198557543	198582092	g11681
ScOZjSD_2324	198589306	198662220	g11682
ScOZjSD_2324	198763026	198770862	g11683
ScOZjSD_2324	198796686	198819827	g11684
ScOZjSD_2324	198823875	198850357	g11685
ScOZjSD_2324	198874264	198874500	g11686
ScOZjSD_2324	198957002	198964478	g11687
ScOZjSD_2324	198968382	198991945	g11688
ScOZjSD_2324	199169804	199170025	g11689
ScOZjSD_2324	199170065	199170343	g11690
ScOZjSD_2324	199170519	199190307	g11691
ScOZjSD_2324	199206300	199206608	g11692
ScOZjSD_2324	199231017	199265578	g11693
ScOZjSD_2324	199336911	199376785	g11694
ScOZjSD_2324	199470261	199568407	g11695
ScOZjSD_2324	199624464	199630130	g11696
ScOZjSD_2324	199634723	199706932	g11697
ScOZjSD_2324	199726746	199806038	g11698
ScOZjSD_2324	199843965	199856257	g11699
ScOZjSD_2324	199914536	199928869	g11700
ScOZjSD_2324	199957868	199990255	g11701
ScOZjSD_2324	200005592	200017123	g11702
ScOZjSD_2324	200020220	200144346	g11703
ScOZjSD_2324	200155336	200217865	g11704
ScOZjSD_2324	200223158	200224099	g11705
ScOZjSD_2330	1	1029	g11706
ScOZjSD_2331	1361	1678	g11707
ScOZjSD_2350	97	1197	g11708
ScOZjSD_2362	233	2825	g11709
ScOZjSD_2375	1	2378	g11710
ScOZjSD_2391	1	1486	g11711
ScOZjSD_2399	2028	2303	g11712
ScOZjSD_2403	1062	1688	g11713
ScOZjSD_2408	344	718	g11714
ScOZjSD_2472	1	3039	g11715
ScOZjSD_2488	1	60116	g11716
ScOZjSD_2488	77630	77944	g11717
ScOZjSD_2488	102110	130694	g11718
ScOZjSD_2488	131201	170813	g11719
ScOZjSD_2488	176124	187795	g11720
ScOZjSD_2488	210825	253627	g11721
ScOZjSD_2488	268960	269292	g11722
ScOZjSD_2488	270440	281034	g11723
ScOZjSD_2488	284407	285858	g11724
ScOZjSD_2488	305477	306313	g11725
ScOZjSD_2488	309429	328952	g11726
ScOZjSD_2488	331518	399549	g11727
ScOZjSD_2488	403083	434421	g11728
ScOZjSD_2488	437760	441182	g11729
ScOZjSD_2488	442148	474014	g11730
ScOZjSD_2488	474933	518757	g11731
ScOZjSD_2488	524762	555535	g11732
ScOZjSD_2488	566103	566864	g11733
ScOZjSD_2488	574570	586100	g11734
ScOZjSD_2488	600889	606877	g11735
ScOZjSD_2488	618863	647413	g11736
ScOZjSD_2488	648419	649630	g11737
ScOZjSD_2488	649788	661579	g11738
ScOZjSD_2488	664909	678423	g11739
ScOZjSD_2488	678682	683389	g11740
ScOZjSD_2488	701664	703280	g11741
ScOZjSD_2488	716976	718303	g11742
ScOZjSD_2488	752710	759077	g11743
ScOZjSD_2488	761641	810153	g11744
ScOZjSD_2488	840442	868319	g11745
ScOZjSD_2488	870429	875261	g11746
ScOZjSD_2488	894273	897883	g11747
ScOZjSD_2488	899753	904986	g11748
ScOZjSD_2488	905527	910005	g11749
ScOZjSD_2488	910229	915998	g11750
ScOZjSD_2488	922515	923673	g11751
ScOZjSD_2488	931299	937185	g11752
ScOZjSD_2488	942829	960317	g11753
ScOZjSD_2488	961023	971041	g11754
ScOZjSD_2488	976761	978516	g11755
ScOZjSD_2488	980652	987033	g11756
ScOZjSD_2488	995171	995410	g11757
ScOZjSD_2488	997356	1032618	g11758
ScOZjSD_2488	1038449	1076131	g11759
ScOZjSD_2488	1077427	1086281	g11760
ScOZjSD_2488	1087729	1098641	g11761
ScOZjSD_2488	1098817	1110619	g11762
ScOZjSD_2488	1112429	1117495	g11763
ScOZjSD_2488	1120405	1121584	g11764
ScOZjSD_2488	1129108	1149157	g11765
ScOZjSD_2488	1156757	1163700	g11766
ScOZjSD_2488	1167984	1174850	g11767
ScOZjSD_2488	1175171	1202129	g11768
ScOZjSD_2488	1203807	1207534	g11769
ScOZjSD_2488	1211733	1223297	g11770
ScOZjSD_2488	1231156	1231878	g11771
ScOZjSD_2488	1238076	1240481	g11772
ScOZjSD_2488	1242659	1260102	g11773
ScOZjSD_2488	1262142	1270548	g11774
ScOZjSD_2488	1298168	1310937	g11775
ScOZjSD_2488	1312156	1318059	g11776
ScOZjSD_2488	1323159	1325687	g11777
ScOZjSD_2488	1330182	1336300	g11778
ScOZjSD_2488	1347246	1348459	g11779
ScOZjSD_2488	1350429	1351666	g11780
ScOZjSD_2488	1356062	1364170	g11781
ScOZjSD_2488	1366005	1420365	g11782
ScOZjSD_2488	1421940	1424229	g11783
ScOZjSD_2488	1429176	1451495	g11784
ScOZjSD_2488	1455501	1456143	g11785
ScOZjSD_2488	1463335	1477078	g11786
ScOZjSD_2488	1479884	1480734	g11787
ScOZjSD_2488	1482342	1490000	g11788
ScOZjSD_2488	1490786	1496778	g11789
ScOZjSD_2488	1499944	1508868	g11790
ScOZjSD_2488	1509816	1520233	g11791
ScOZjSD_2488	1521213	1522534	g11792
ScOZjSD_2488	1536579	1543212	g11793
ScOZjSD_2488	1548121	1554071	g11794
ScOZjSD_2488	1564145	1564586	g11795
ScOZjSD_2488	1565889	1583564	g11796
ScOZjSD_2488	1591070	1592099	g11797
ScOZjSD_2488	1641056	1642309	g11798
ScOZjSD_2488	1657483	1668535	g11799
ScOZjSD_2488	1672912	1676999	g11800
ScOZjSD_2488	1679950	1691269	g11801
ScOZjSD_2488	1698666	1706839	g11802
ScOZjSD_2488	1715147	1718090	g11803
ScOZjSD_2488	1727192	1738760	g11804
ScOZjSD_2488	1743121	1744173	g11805
ScOZjSD_2488	1745555	1751413	g11806
ScOZjSD_2488	1771864	1776368	g11807
ScOZjSD_2488	1780633	1828623	g11808
ScOZjSD_2488	1837880	1839232	g11809
ScOZjSD_2488	1843451	1850839	g11810
ScOZjSD_2488	1851982	1876110	g11811
ScOZjSD_2488	1892567	1933575	g11812
ScOZjSD_2488	1937127	1938870	g11813
ScOZjSD_2488	1942022	1945132	g11814
ScOZjSD_2488	1945726	1948113	g11815
ScOZjSD_2488	1949955	1951690	g11816
ScOZjSD_2488	1977965	1995142	g11817
ScOZjSD_2488	1998278	2010794	g11818
ScOZjSD_2488	2024662	2044996	g11819
ScOZjSD_2488	2045834	2046424	g11820
ScOZjSD_2488	2047957	2049685	g11821
ScOZjSD_2488	2049723	2061576	g11822
ScOZjSD_2488	2069663	2087660	g11823
ScOZjSD_2488	2090210	2093269	g11824
ScOZjSD_2488	2153725	2155656	g11825
ScOZjSD_2488	2166399	2173423	g11826
ScOZjSD_2488	2176750	2177031	g11827
ScOZjSD_2488	2190245	2201681	g11828
ScOZjSD_2488	2205106	2219408	g11829
ScOZjSD_2488	2224251	2229549	g11830
ScOZjSD_2488	2232507	2246460	g11831
ScOZjSD_2488	2262563	2263003	g11832
ScOZjSD_2488	2268393	2277506	g11833
ScOZjSD_2488	2288546	2294380	g11834
ScOZjSD_2488	2294918	2295244	g11835
ScOZjSD_2488	2295318	2302519	g11836
ScOZjSD_2488	2302997	2303632	g11837
ScOZjSD_2488	2310269	2319515	g11838
ScOZjSD_2488	2343827	2367884	g11839
ScOZjSD_2488	2370813	2372898	g11840
ScOZjSD_2488	2376579	2380980	g11841
ScOZjSD_2488	2381172	2395855	g11842
ScOZjSD_2488	2402197	2402852	g11843
ScOZjSD_2488	2407594	2428115	g11844
ScOZjSD_2488	2433305	2435037	g11845
ScOZjSD_2488	2437682	2447167	g11846
ScOZjSD_2488	2456295	2462746	g11847
ScOZjSD_2488	2463086	2467023	g11848
ScOZjSD_2488	2467074	2470667	g11849
ScOZjSD_2488	2485902	2488144	g11850
ScOZjSD_2488	2490011	2494838	g11851
ScOZjSD_2488	2501165	2536961	g11852
ScOZjSD_2488	2544467	2553593	g11853
ScOZjSD_2488	2571355	2579585	g11854
ScOZjSD_2488	2581907	2583046	g11855
ScOZjSD_2488	2587009	2608213	g11856
ScOZjSD_2488	2611172	2629230	g11857
ScOZjSD_2488	2642707	2669043	g11858
ScOZjSD_2488	2670010	2672956	g11859
ScOZjSD_2488	2673710	2676992	g11860
ScOZjSD_2488	2678157	2705558	g11861
ScOZjSD_2488	2711842	2717057	g11862
ScOZjSD_2488	2718922	2722558	g11863
ScOZjSD_2488	2723160	2740745	g11864
ScOZjSD_2488	2748020	2771050	g11865
ScOZjSD_2488	2778490	2780489	g11866
ScOZjSD_2488	2781995	2782363	g11867
ScOZjSD_2488	2786492	2799296	g11868
ScOZjSD_2488	2803544	2823585	g11869
ScOZjSD_2488	2880415	2880939	g11870
ScOZjSD_2488	3045998	3046390	g11871
ScOZjSD_2488	3197148	3219643	g11872
ScOZjSD_2488	3325218	3327327	g11873
ScOZjSD_2488	3375022	3377388	g11874
ScOZjSD_2488	3447382	3461480	g11875
ScOZjSD_2488	3657502	3657831	g11876
ScOZjSD_2488	3700395	3709857	g11877
ScOZjSD_2488	3827299	3880552	g11878
ScOZjSD_2488	4078857	4084757	g11879
ScOZjSD_2488	4089970	4142797	g11880
ScOZjSD_2488	4176982	4210066	g11881
ScOZjSD_2488	4213428	4214208	g11882
ScOZjSD_2488	4215927	4263266	g11883
ScOZjSD_2488	4265287	4318493	g11884
ScOZjSD_2488	4336396	4351910	g11885
ScOZjSD_2488	4353673	4359539	g11886
ScOZjSD_2488	4362539	4365665	g11887
ScOZjSD_2488	4375313	4391526	g11888
ScOZjSD_2488	4397553	4417955	g11889
ScOZjSD_2488	4437359	4438171	g11890
ScOZjSD_2488	4440404	4455975	g11891
ScOZjSD_2488	4470785	4491177	g11892
ScOZjSD_2488	4491803	4498387	g11893
ScOZjSD_2488	4504137	4508528	g11894
ScOZjSD_2488	4508636	4515076	g11895
ScOZjSD_2488	4517399	4519486	g11896
ScOZjSD_2488	4522826	4533299	g11897
ScOZjSD_2488	4533388	4540104	g11898
ScOZjSD_2488	4543482	4549295	g11899
ScOZjSD_2488	4550399	4562347	g11900
ScOZjSD_2488	4573212	4596806	g11901
ScOZjSD_2488	4597862	4603226	g11902
ScOZjSD_2488	4607549	4624996	g11903
ScOZjSD_2488	4626578	4628579	g11904
ScOZjSD_2488	4634274	4639857	g11905
ScOZjSD_2488	4641439	4651904	g11906
ScOZjSD_2488	4686698	4687258	g11907
ScOZjSD_2488	4690289	4698801	g11908
ScOZjSD_2488	4701746	4705505	g11909
ScOZjSD_2488	4706134	4727589	g11910
ScOZjSD_2488	4742332	4751545	g11911
ScOZjSD_2488	4768883	4770847	g11912
ScOZjSD_2488	4780525	4782729	g11913
ScOZjSD_2488	4789617	4798241	g11914
ScOZjSD_2488	4805339	4811230	g11915
ScOZjSD_2488	4817581	4910430	g11916
ScOZjSD_2488	4924692	4930499	g11917
ScOZjSD_2488	4930774	4963153	g11918
ScOZjSD_2488	5014238	5015197	g11919
ScOZjSD_2488	5024320	5045621	g11920
ScOZjSD_2488	5053498	5074406	g11921
ScOZjSD_2488	5075216	5102108	g11922
ScOZjSD_2488	5104663	5106978	g11923
ScOZjSD_2488	5111540	5112097	g11924
ScOZjSD_2488	5112264	5124123	g11925
ScOZjSD_2488	5125575	5152663	g11926
ScOZjSD_2488	5160190	5160636	g11927
ScOZjSD_2488	5167698	5168360	g11928
ScOZjSD_2488	5168823	5178057	g11929
ScOZjSD_2488	5178059	5179280	g11930
ScOZjSD_2488	5180404	5193606	g11931
ScOZjSD_2488	5224804	5246892	g11932
ScOZjSD_2488	5247774	5248613	g11933
ScOZjSD_2488	5251534	5252956	g11934
ScOZjSD_2488	5253838	5273496	g11935
ScOZjSD_2488	5290068	5294468	g11936
ScOZjSD_2488	5300967	5307490	g11937
ScOZjSD_2488	5312328	5349823	g11938
ScOZjSD_2488	5378558	5380834	g11939
ScOZjSD_2488	5381118	5400332	g11940
ScOZjSD_2488	5405398	5419582	g11941
ScOZjSD_2488	5425211	5428723	g11942
ScOZjSD_2488	5430712	5463350	g11943
ScOZjSD_2488	5472346	5492734	g11944
ScOZjSD_2488	5509064	5514456	g11945
ScOZjSD_2488	5515785	5517395	g11946
ScOZjSD_2488	5517719	5518239	g11947
ScOZjSD_2488	5520349	5528229	g11948
ScOZjSD_2488	5528898	5537062	g11949
ScOZjSD_2488	5537726	5584388	g11950
ScOZjSD_2488	5587385	5593777	g11951
ScOZjSD_2488	5616688	5627138	g11952
ScOZjSD_2488	5627362	5627928	g11953
ScOZjSD_2488	5672161	5675886	g11954
ScOZjSD_2488	5709936	5710851	g11955
ScOZjSD_2488	5716851	5722094	g11956
ScOZjSD_2488	5732301	5771963	g11957
ScOZjSD_2488	5774361	5788091	g11958
ScOZjSD_2488	5790063	5801344	g11959
ScOZjSD_2488	5802466	5808042	g11960
ScOZjSD_2488	5816868	5829032	g11961
ScOZjSD_2488	5829047	5848701	g11962
ScOZjSD_2488	5848850	5849491	g11963
ScOZjSD_2488	5850737	5860987	g11964
ScOZjSD_2488	5887411	5904885	g11965
ScOZjSD_2488	5907551	5941597	g11966
ScOZjSD_2488	5958684	5966814	g11967
ScOZjSD_2488	5984072	5986670	g11968
ScOZjSD_2488	5989298	6045671	g11969
ScOZjSD_2488	6047951	6054939	g11970
ScOZjSD_2488	6065474	6090336	g11971
ScOZjSD_2488	6111593	6113218	g11972
ScOZjSD_2488	6124536	6217939	g11973
ScOZjSD_2488	6218706	6236156	g11974
ScOZjSD_2488	6306441	6365077	g11975
ScOZjSD_2488	6428123	6434492	g11976
ScOZjSD_2488	6462139	6462885	g11977
ScOZjSD_2488	6540518	6557944	g11978
ScOZjSD_2488	6566842	6567066	g11979
ScOZjSD_2488	6601851	6603255	g11980
ScOZjSD_2488	6684194	6689504	g11981
ScOZjSD_2488	6695016	6695666	g11982
ScOZjSD_2488	6709499	6720291	g11983
ScOZjSD_2488	6736575	6806434	g11984
ScOZjSD_2488	6807772	6829530	g11985
ScOZjSD_2488	6866864	6867247	g11986
ScOZjSD_2488	6875663	6891383	g11987
ScOZjSD_2488	6914315	6923036	g11988
ScOZjSD_2488	6924503	6954819	g11989
ScOZjSD_2488	6967420	6977488	g11990
ScOZjSD_2488	6988573	6997976	g11991
ScOZjSD_2488	7005330	7111147	g11992
ScOZjSD_2488	7112074	7172909	g11993
ScOZjSD_2488	7185925	7210389	g11994
ScOZjSD_2488	7273495	7273779	g11995
ScOZjSD_2488	7275851	7317475	g11996
ScOZjSD_2488	7327334	7328912	g11997
ScOZjSD_2488	7329635	7358510	g11998
ScOZjSD_2488	7373811	7461441	g11999
ScOZjSD_2488	7464342	7464761	g12000
ScOZjSD_2488	7471196	7471573	g12001
ScOZjSD_2488	7503333	7525815	g12002
ScOZjSD_2488	7533241	7533525	g12003
ScOZjSD_2488	7540271	7540612	g12004
ScOZjSD_2488	7547091	7585178	g12005
ScOZjSD_2488	7625826	7647413	g12006
ScOZjSD_2488	7650984	7704676	g12007
ScOZjSD_2488	7714744	7809330	g12008
ScOZjSD_2488	7866168	7999555	g12009
ScOZjSD_2488	8021003	8040329	g12010
ScOZjSD_2488	8049203	8049409	g12011
ScOZjSD_2488	8099018	8100491	g12012
ScOZjSD_2488	8139847	8140110	g12013
ScOZjSD_2488	8152900	8153776	g12014
ScOZjSD_2488	8197393	8231074	g12015
ScOZjSD_2488	8249379	8322545	g12016
ScOZjSD_2488	8332504	8344615	g12017
ScOZjSD_2488	8347138	8361005	g12018
ScOZjSD_2488	8363962	8372354	g12019
ScOZjSD_2488	8377043	8380435	g12020
ScOZjSD_2488	8444354	8512062	g12021
ScOZjSD_2488	8600370	8666557	g12022
ScOZjSD_2488	8727993	8756160	g12023
ScOZjSD_2488	8765129	8777826	g12024
ScOZjSD_2488	8865587	8883982	g12025
ScOZjSD_2488	8891631	8902182	g12026
ScOZjSD_2488	9103850	9118176	g12027
ScOZjSD_2488	9213070	9213318	g12028
ScOZjSD_2488	9223733	9239825	g12029
ScOZjSD_2488	9302196	9352336	g12030
ScOZjSD_2488	9443679	9444307	g12031
ScOZjSD_2488	9454086	9463725	g12032
ScOZjSD_2488	9472119	9515475	g12033
ScOZjSD_2488	9529608	9535375	g12034
ScOZjSD_2488	9767253	9825227	g12035
ScOZjSD_2488	9830528	9856144	g12036
ScOZjSD_2488	9859679	9861620	g12037
ScOZjSD_2488	9927237	9979193	g12038
ScOZjSD_2488	9983482	10050997	g12039
ScOZjSD_2488	10056704	10092323	g12040
ScOZjSD_2488	10094260	10104354	g12041
ScOZjSD_2488	10180920	10238939	g12042
ScOZjSD_2488	10276589	10292207	g12043
ScOZjSD_2488	10343814	10376718	g12044
ScOZjSD_2488	10392639	10420350	g12045
ScOZjSD_2488	10426060	10451168	g12046
ScOZjSD_2488	10463025	10503120	g12047
ScOZjSD_2488	10512889	10525787	g12048
ScOZjSD_2488	10561256	10607161	g12049
ScOZjSD_2488	10674375	10705759	g12050
ScOZjSD_2488	10714520	10854617	g12051
ScOZjSD_2488	10908191	10923164	g12052
ScOZjSD_2488	10926932	10929081	g12053
ScOZjSD_2488	11030694	11043400	g12054
ScOZjSD_2488	11081440	11081871	g12055
ScOZjSD_2488	11085539	11085865	g12056
ScOZjSD_2488	11097555	11182413	g12057
ScOZjSD_2488	11219203	11240365	g12058
ScOZjSD_2488	11246134	11336420	g12059
ScOZjSD_2488	11402011	11459380	g12060
ScOZjSD_2488	11459444	11510329	g12061
