id_arv	id_mouse	eval
g5782	KCNN3	9.80e-143
g5782	KCNN2	5.39e-113
g5782	KCNN1	1.81e-96
g5782	KCNN4	6.93e-49
g5784	KCNN3	7.59e-100
g5784	KCNN2	4.28e-87
g5784	KCNN1	2.18e-82
g5784	KCNN4	7.55e-19
g5785	KCNN3	1.46e-13
g5785	KCNN2	4.23e-10
g5785	KCNN1	1.39e-09
g5786	PBIP1	0.0
g5786	PMVK	3.59e-53
g5786	CCPG1	1.38e-06
g5787	PYGO1	1.01e-60
g5788	SHC1	0.0
g5788	SHC2	1.34e-135
g5788	SHC3	6.01e-132
g5788	SHC4	3.13e-110
g5788	SHC4	6.69e-07
g5788	FER	1.38e-11
g5788	GULP1	9.14e-11
g5788	BCAR3	1.40e-09
g5788	FES	2.18e-09
g5789	CKS1	1.84e-54
g5789	CKS2	1.24e-43
g5790	FAD1	0.0
g5792	ZBT7B	0.0
g5792	ZBT7C	9.78e-59
g5792	ZBT7C	1.44e-39
g5792	ZBT7A	1.27e-54
g5792	ZBT7A	4.55e-38
g5792	ZBT24	1.08e-34
g5792	ZBT24	1.65e-24
g5792	ZBT24	1.87e-20
g5792	ZBT24	6.82e-17
g5792	ZBT24	5.60e-14
g5792	ZBT14	6.54e-29
g5792	ZBT14	3.12e-23
g5792	ZBT14	1.21e-21
g5792	ZBT14	6.61e-12
g5792	ZBT42	5.79e-27
g5792	ZBT42	6.06e-13
g5792	ZN467	2.18e-25
g5792	ZN467	9.05e-20
g5792	ZN467	1.50e-18
g5792	ZN467	3.86e-12
g5792	ZKSC3	5.46e-25
g5792	ZKSC3	6.60e-21
g5792	ZKSC3	8.72e-18
g5792	ZKSC3	6.90e-15
g5792	ZKSC3	2.23e-14
g5792	ZKSC3	1.22e-07
g5793	DCST1	4.03e-32
g5793	DCSTP	1.90e-09
g5794	DCST1	2.26e-105
g5795	DCST1	0.0
g5796	ADA15	1.58e-157
g5796	ADA15	1.92e-128
g5796	EFNA4	5.62e-74
g5796	ADA12	1.80e-62
g5796	ADA12	1.10e-30
g5796	ADA19	1.81e-54
g5796	ADA19	2.99e-30
g5796	ADA33	1.14e-53
g5796	ADA33	4.89e-21
g5796	ADAM9	1.10e-48
g5796	ADAM9	6.33e-20
g5796	ADA28	4.88e-42
g5796	ADA28	4.52e-23
g5796	ADA22	3.21e-38
g5796	ADA22	3.86e-12
g5797	EFNA3	2.86e-149
g5797	EFNA5	1.54e-48
g5797	EFNA4	1.71e-39
g5797	EFNA2	2.35e-39
g5797	EFNA1	2.42e-37
g5797	EFNB3	1.69e-12
g5797	EFNB2	3.00e-10
g5797	EFNB1	6.46e-08
g5798	SWET1	4.66e-116
g5798	EFNA1	1.08e-114
g5798	EFNA5	6.90e-43
g5798	EFNA4	1.96e-38
g5798	EFNA2	3.68e-38
g5798	EFNA3	4.56e-38
g5798	EFNB2	3.70e-13
g5798	EFNB1	1.28e-12
g5799	DPM3	2.58e-52
g5800	KTAP2	3.80e-56
g5801	TRI46	0.0
g5801	TRI36	0.0
g5801	TRI18	3.45e-58
g5801	TRIM1	1.86e-56
g5801	TRIM9	8.37e-42
g5801	TRI54	1.01e-34
g5801	TRI63	2.06e-34
g5801	FSD1L	1.36e-31
g5802	TSP3	0.0
g5802	TSP4	0.0
g5802	COMP	0.0
g5802	TSP2	0.0
g5802	TSP1	0.0
g5802	MUC1	1.09e-171
g5802	MUC1	7.33e-11
g5802	MUC1	9.27e-07
g5803	MTX1	0.0
g5803	MTX2	9.90e-25
g5803	FAXC	9.30e-07
g5804	GLCM	0.0
g5804	F189B	0.0
g5804	F1891	1.36e-33
g5804	STMN1	2.72e-29
g5804	STMN2	8.19e-20
g5804	STMN4	1.14e-17
g5804	STMN3	1.80e-15
g5805	SCAM3	5.72e-163
g5805	CLK2	5.90e-151
g5805	CLK2	2.96e-40
g5805	CLK3	7.36e-113
g5805	CLK4	3.10e-110
g5805	CLK1	1.63e-103
g5805	SCAM1	5.28e-96
g5805	SCAM2	3.35e-80
g5805	SCAM5	8.26e-55
g5806	HCN3	0.0
g5806	HCN4	0.0
g5806	HCN2	0.0
g5806	HCN1	0.0
g5806	CNGA3	1.38e-48
g5806	CNGA2	1.17e-47
g5806	CNGA1	3.15e-45
g5806	KCNH2	2.93e-38
g5807	KPYR	0.0
g5807	KPYM	0.0
g5809	ZN410	1.30e-66
g5810	FPPS	0.0
g5811	RUSC1	0.0
g5811	RUSC1	4.71e-45
g5811	RUSC2	1.00e-30
g5811	RUSC2	8.69e-13
g5812	ASH1L	0.0
g5812	SETBP	6.55e-90
g5812	SETBP	9.42e-15
g5812	NSD1	1.66e-44
g5812	SETD2	2.11e-41
g5812	NSD3	3.76e-40
g5812	NSD2	4.22e-39
g5812	EZH2	1.70e-20
g5812	SETMR	1.10e-19
g5813	RS19	6.18e-106
g5814	RT29	2.49e-144
g5814	MSTO1	1.99e-21
g5815	GON4L	0.0
g5815	C8AP2	1.51e-06
g5816	SYT11	0.0
g5816	SYT4	1.89e-160
g5816	SYT7	2.22e-71
g5816	SYT2	4.19e-68
g5816	SYT5	9.95e-65
g5816	SYT9	1.69e-64
g5816	SYT9	1.16e-10
g5816	SYT3	2.83e-64
g5816	SYT6	3.35e-64
g5816	SYT6	2.02e-15
g5816	SYT6	2.29e-06
g5817	RIT1	6.70e-130
g5817	RIT2	4.45e-84
g5817	RRAS2	7.27e-53
g5817	RASH	1.36e-48
g5817	RRAS	1.55e-48
g5817	RAP1B	1.75e-48
g5817	RASK	2.42e-48
g5817	RASN	4.66e-48
g5818	KHDC4	0.0
g5819	ARHG2	0.0
g5819	AKP13	2.88e-178
g5819	ARG28	2.54e-148
g5819	ARHGI	2.88e-123
g5819	SSRB	2.15e-72
g5819	ARHG1	4.00e-35
g5819	ARHGC	5.25e-33
g5819	FGD3	2.89e-14
g5820	UBQL4	0.0
g5820	UBQL1	0.0
g5820	UBQL2	2.36e-156
g5820	UBQL3	7.75e-93
g5820	UBQL3	9.71e-19
g5820	UBQLN	9.04e-60
g5821	RAB25	4.58e-141
g5821	RB11A	1.89e-87
g5821	RB11B	2.89e-83
g5821	RAB2B	1.01e-51
g5821	RAB2A	2.66e-51
g5821	RAB4B	3.02e-51
g5821	RAB14	1.67e-50
g5821	RAB31	5.27e-50
g5822	MEX3C	5.37e-121
g5822	MEX3B	6.91e-89
g5822	MEX3B	2.02e-25
g5822	MEX3D	2.89e-85
g5822	MEX3D	9.74e-20
g5822	NEU1B	5.99e-06
g5823	LMNA	0.0
g5823	LMNB1	1.36e-180
g5823	LMNB2	4.20e-166
g5823	DESM	1.85e-35
g5823	GFAP	2.07e-35
g5823	VIME	2.66e-35
g5823	K2C75	2.06e-31
g5823	NFL	7.27e-31
g5825	SEM4A	0.0
g5825	SEM4A	0.0
g5825	SEM4B	1.25e-70
g5825	SEM4B	4.81e-33
g5825	SEM4D	8.42e-69
g5825	SEM4D	2.84e-18
g5825	SEM4C	2.13e-68
g5825	SEM4C	2.37e-15
g5825	SEM4F	4.69e-51
g5825	SEM4F	2.17e-11
g5825	SEM3A	1.57e-48
g5825	SEM3A	2.46e-13
g5825	SEM3D	6.79e-48
g5825	SEM3D	3.03e-12
g5825	SEM5B	2.22e-45
g5825	SEM5B	5.63e-08
g5826	S2544	0.0
g5826	GHC2	2.86e-28
g5826	CMC2	2.29e-27
g5826	CMC1	2.58e-26
g5826	SCMC3	9.61e-21
g5826	SCMC3	9.11e-09
g5826	SCMC2	9.98e-21
g5826	SCMC2	9.16e-12
g5826	S2539	1.81e-20
g5826	S2539	7.99e-07
g5826	GHC1	1.32e-18
g5827	PMF1	1.10e-106
g5828	OSTCN	3.15e-34
g5828	OSTC2	1.34e-33
g5828	OSTR	9.99e-32
g5829	SMG5	0.0
g5829	PAQR6	0.0
g5829	PAQR5	5.22e-100
g5829	PAQR8	5.65e-31
g5829	PAQR9	3.76e-24
g5829	PAQR7	5.48e-23
g5829	SMG7	6.66e-17
g5829	EST1A	1.20e-13
g5829	EST1A	1.64e-06
g5830	TMM79	0.0
g5831	TCPG	0.0
g5831	GLMP	0.0
g5831	TCPE	1.41e-81
g5831	TCPD	7.02e-80
g5831	TCPH	1.44e-77
g5831	TCPA	1.12e-76
g5831	TCPW	2.05e-69
g5831	TCPZ	2.15e-69
g5834	RHBG	0.0
g5834	RHCG	2.22e-156
g5834	RHAG	2.03e-126
g5834	RHD	4.15e-54
g5835	PCNP	6.00e-42
g5836	MEF2D	0.0
g5836	MEF2A	1.57e-141
g5836	MEF2C	1.08e-92
g5836	MEF2B	3.37e-52
g5836	SRF	1.95e-09
g5837	IQGA1	5.09e-125
g5837	IQGA2	2.51e-115
g5838	IQGA1	0.0
g5838	IQGA1	1.46e-30
g5838	IQGA2	0.0
g5840	PPIA	1.88e-114
g5840	PPIF	8.67e-95
g5840	PPIE	4.77e-78
g5840	RBP2	1.75e-72
g5840	PPIB	6.54e-65
g5840	PPID	4.51e-61
g5840	PPIC	6.81e-60
g5840	PPIH	2.66e-55
g5841	NNRE	1.86e-147
g5841	YJEN3	1.04e-63
g5842	GPTC4	1.31e-162
g5843	HPLN2	0.0
g5843	HPLN3	3.41e-101
g5843	HPLN1	3.54e-99
g5843	HPLN4	3.25e-86
g5843	NCAN	3.89e-58
g5843	PGCB	3.61e-52
g5843	CSPG2	1.25e-51
g5843	PGCA	1.43e-50
g5843	PGCA	2.26e-39
g5843	PGCA	1.67e-16
g5843	PGCA	4.81e-14
g5844	PGCB	0.0
g5844	PGCA	1.76e-100
g5844	PGCA	1.24e-68
g5844	PGCA	4.76e-51
g5844	CSPG2	1.04e-98
g5844	CSPG2	2.29e-59
g5844	NCAN	1.10e-92
g5844	NCAN	1.89e-53
g5844	HPLN3	1.15e-67
g5844	HPLN3	5.45e-13
g5844	HPLN1	9.01e-65
g5844	HPLN2	1.37e-52
g5844	HPLN4	2.26e-50
g5845	NEST	0.0
g5845	VIME	2.07e-24
g5845	NFM	8.85e-20
g5845	GFAP	2.84e-18
g5845	SYNEM	4.93e-18
g5845	DESM	1.43e-16
g5845	NFL	6.55e-16
g5845	AINX	1.35e-14
g5846	RABP2	4.24e-93
g5846	RABP1	3.81e-74
g5846	FABP7	2.94e-31
g5846	FABPH	2.27e-30
g5846	RET1	6.04e-30
g5846	RET7	1.57e-27
g5846	MYP2	3.28e-26
g5846	FABP9	1.45e-25
g5847	I20L2	0.0
g5847	AEN	2.44e-75
g5847	REXO4	5.69e-39
g5847	ISG20	1.13e-35
g5847	REXO1	9.46e-14
g5848	RRNAD	0.0
g5848	MET25	4.60e-19
g5848	MET25	1.32e-11
g5849	RM24	4.99e-151
g5852	SH22A	2.43e-106
g5852	SH2D7	7.51e-27
g5852	HSH2D	1.08e-24
g5852	SH24B	7.91e-14
g5852	SH24A	1.21e-12
g5852	SHE	3.24e-09
g5852	SHD	5.38e-09
g5852	SHF	2.38e-07
g5854	INSRR	0.0
g5854	INSRR	0.0
g5854	IGF1R	0.0
g5854	IGF1R	1.23e-167
g5854	INSR	0.0
g5854	INSR	4.88e-166
g5854	LTK	3.54e-70
g5854	ALK	8.01e-69
g5854	MUSK	7.31e-63
g5854	ROS1	3.67e-62
g5854	NTRK2	7.15e-62
g5855	NTRK1	0.0
g5855	NTRK2	0.0
g5855	NTRK3	0.0
g5855	MUSK	4.45e-85
g5855	DDR2	6.72e-74
g5855	ROR1	1.05e-73
g5855	DDR1	4.11e-71
g5855	ROR2	5.11e-68
g5856	PEAR1	3.60e-151
g5856	MEG10	1.14e-25
g5857	LRC71	0.0
g5857	NOD2	2.98e-08
g5857	NLRC3	4.11e-08
g5857	NLRC3	7.94e-06
g5858	ARHGC	9.91e-111
g5858	ARHGC	3.27e-59
g5858	ARHG1	1.14e-103
g5858	ARHG2	1.22e-44
g5858	AKP13	1.52e-42
g5858	ARHGI	2.34e-42
g5858	ARG28	2.06e-39
g5858	PKHG5	2.90e-28
g5858	ITSN1	1.18e-25
g5859	VATF	1.29e-63
g5860	ETV3	2.08e-44
g5860	ERF	9.13e-38
g5860	ERG	1.71e-22
g5860	FLI1	2.39e-22
g5860	FEV	2.86e-22
g5860	GABPA	1.06e-18
g5860	ETS2	7.34e-18
g5860	ETS1	1.05e-17
g5861	ETV3	0.0
g5861	FCRL5	1.29e-127
g5861	ERF	3.06e-99
g5861	FCRL1	3.09e-53
g5861	FEV	1.57e-31
g5861	FLI1	4.33e-31
g5861	ERG	2.40e-30
g5861	ETS2	1.98e-26
g5862	LORF2	5.38e-47
g5864	CD5L	3.73e-174
g5864	CD5L	3.47e-35
g5864	CD5L	1.52e-14
g5864	FCRL1	1.57e-140
g5864	FCRL5	2.10e-81
g5864	DMBT1	1.79e-68
g5864	DMBT1	2.01e-67
g5864	DMBT1	3.46e-67
g5864	DMBT1	1.37e-64
g5864	DMBT1	1.26e-37
g5864	DMBT1	2.47e-25
g5864	DMBT1	6.38e-24
g5864	DMBT1	1.28e-18
g5864	DMBT1	3.28e-17
g5864	LORF1	6.98e-65
g5864	C163A	4.07e-64
g5864	C163A	3.53e-56
g5864	C163A	8.58e-54
g5864	C163A	5.76e-52
g5864	C163A	5.27e-50
g5864	C163A	4.53e-45
g5864	C163A	3.94e-14
g5864	SRB4D	3.73e-62
g5864	SRB4D	7.91e-51
g5864	SRB4D	2.70e-45
g5864	SRB4D	6.10e-40
g5864	NETR	4.52e-55
g5864	NETR	1.45e-39
g5864	NETR	4.40e-33
g5866	FCRL1	1.04e-51
g5866	CD5L	3.15e-35
g5866	CD5L	1.65e-12
g5866	CD5L	1.28e-11
g5866	FCRL5	5.55e-34
g5866	FCRL5	3.65e-13
g5866	SRCRL	1.79e-22
g5866	SRCRL	2.43e-18
g5866	SRCRL	1.63e-17
g5866	SRCRL	5.24e-16
g5866	SRCRL	5.76e-16
g5866	DMBT1	4.76e-21
g5866	DMBT1	6.99e-21
g5866	DMBT1	1.54e-20
g5866	DMBT1	1.54e-20
g5866	DMBT1	3.81e-20
g5866	DMBT1	5.03e-20
g5866	DMBT1	5.69e-20
g5866	DMBT1	7.55e-18
g5866	DMBTL	3.78e-19
g5866	DMBTL	1.02e-16
g5866	DMBTL	3.73e-15
g5866	SRB4D	8.52e-19
g5866	SRB4D	5.96e-17
g5866	SRB4D	7.17e-17
g5866	SRB4D	2.85e-09
g5866	CD6	1.06e-17
g5866	CD6	2.70e-08
g5867	KIRR1	0.0
g5867	KIRR3	0.0
g5867	KIRR2	5.06e-141
g5867	NPHN	4.32e-25
g5867	NPHN	1.12e-17
g5867	NPHN	1.41e-08
g5867	ROBO3	1.60e-20
g5867	ROBO2	8.30e-20
g5867	CADM2	1.38e-19
g5867	HMCN2	1.45e-19
g5867	HMCN2	3.00e-17
g5867	HMCN2	1.21e-16
g5867	HMCN2	5.03e-16
g5867	HMCN2	4.47e-15
g5867	HMCN2	4.82e-14
g5867	HMCN2	5.75e-14
g5867	HMCN2	8.71e-14
g5867	HMCN2	9.64e-14
g5867	HMCN2	2.68e-13
g5867	HMCN2	3.43e-13
g5867	HMCN2	7.04e-13
g5867	HMCN2	4.08e-12
g5867	HMCN2	3.45e-10
g5867	HMCN2	6.14e-10
g5867	HMCN2	3.42e-08
g5867	HMCN2	3.60e-08
g5867	HMCN2	1.26e-06
g5869	MSTO1	0.0
g5870	LORF2	7.50e-170
g5871	RN213	1.87e-16
g5872	S6A17	1.29e-28
g5872	S6A15	5.06e-24
g5872	S620B	6.84e-24
g5872	S6A19	3.67e-23
g5872	S620A	3.55e-21
g5872	S6A18	1.27e-20
g5872	S6A13	3.69e-16
g5872	SC6A8	4.71e-14
g5873	PTBP3	2.71e-177
g5873	PTBP3	1.63e-29
g5873	PTBP2	3.89e-159
g5873	PTBP2	3.83e-32
g5873	PTBP1	4.86e-156
g5873	PTBP1	2.30e-39
g5873	HNRLL	7.03e-39
g5873	HNRPL	3.10e-32
g5873	RBM20	3.91e-17
g5873	MATR3	1.28e-08
g5873	MATR3	1.60e-08
g5873	ZN638	1.01e-06
g5874	LORF1	9.77e-23
g5875	LORF2	2.52e-112
g5876	LORF1	1.22e-06
g5877	HTSF1	1.67e-94
g5878	ALKB2	2.01e-66
g5878	ALKB3	1.55e-14
g5879	C99L2	3.39e-31
g5880	A4GAT	1.09e-168
g5880	A4GCT	5.89e-62
g5881	PP2AB	3.95e-143
g5881	PP2AA	1.81e-137
g5881	PP4C	3.94e-99
g5881	PPP6	1.33e-88
g5881	PP1A	6.78e-65
g5881	PP1G	1.23e-64
g5881	PP1B	5.30e-62
g5881	PP2BA	1.62e-54
g5882	HYOU1	5.50e-82
g5883	HYOU1	0.0
g5883	HS105	6.01e-76
g5883	HS74L	2.79e-72
g5883	HSP74	2.06e-67
g5883	HSP7C	1.28e-64
g5883	HS71B	9.02e-62
g5883	HS71A	1.20e-61
g5883	HS71L	3.26e-61
g5885	RL29	3.05e-58
g5885	LORF2	2.73e-22
g5886	ZN120	4.38e-108
g5886	ZN431	1.19e-101
g5886	ZN431	1.18e-80
g5886	ZN431	1.54e-74
g5886	ZN431	1.28e-33
g5886	ZN431	1.99e-06
g5886	ZFP14	4.71e-92
g5886	ZFP14	1.24e-77
g5886	ZFP14	4.90e-70
g5886	ZN250	3.07e-86
g5886	ZN250	1.72e-73
g5886	ZN250	4.78e-72
g5886	ZN250	3.91e-70
g5886	ZN250	1.73e-58
g5886	ZN879	2.21e-85
g5886	ZN879	3.05e-80
g5886	ZN879	1.91e-76
g5886	ZN879	1.25e-68
g5886	ZN879	1.12e-64
g5886	ZN879	2.30e-08
g5886	ZNF2	7.26e-83
g5886	ZNF2	3.10e-55
g5886	ZNF2	2.19e-24
g5886	ZFP30	1.13e-81
g5886	ZFP30	1.19e-68
g5886	ZN569	1.47e-79
g5886	ZN569	5.67e-78
g5886	ZN569	6.23e-73
g5886	ZN569	2.94e-67
g5886	ZN569	1.52e-65
g5886	ZN569	6.94e-46
g5887	KAD2	2.81e-66
g5887	KAD3	1.37e-15
g5887	KAD4	4.71e-11
g5887	KAD1	1.16e-08
g5887	KCY	2.89e-07
g5887	KAD5	3.85e-06
g5888	ZN431	3.73e-156
g5888	ZN431	9.47e-141
g5888	ZN431	3.26e-109
g5888	ZFP2	1.20e-135
g5888	ZFP2	7.24e-130
g5888	ZFP2	1.04e-116
g5888	ZFP2	1.41e-98
g5888	ZFP2	1.22e-25
g5888	ZN569	3.40e-133
g5888	ZN569	8.12e-130
g5888	ZN569	2.40e-117
g5888	ZN569	4.50e-116
g5888	ZN879	4.37e-133
g5888	ZN879	3.53e-129
g5888	ZN879	9.56e-122
g5888	ZN879	4.54e-107
g5888	ZN271	4.37e-130
g5888	ZN271	1.30e-108
g5888	ZN271	1.45e-98
g5888	ZN271	6.23e-37
g5888	ZFP3	4.71e-130
g5888	ZFP3	5.67e-124
g5888	ZFP3	1.49e-114
g5888	ZFP3	2.24e-112
g5888	ZFP3	8.08e-101
g5888	ZFP3	2.30e-91
g5888	ZFP62	3.81e-129
g5888	ZFP62	1.18e-127
g5888	ZFP62	8.95e-122
g5888	ZFP62	6.35e-121
g5888	ZFP62	1.15e-120
g5888	ZFP62	1.08e-117
g5888	ZFP62	2.35e-112
g5888	ZFP62	3.05e-108
g5888	ZFP62	3.76e-91
g5888	ZN184	9.24e-129
g5888	ZN184	1.20e-125
g5888	ZN184	7.65e-125
g5888	ZN184	1.08e-120
g5888	ZN184	1.00e-118
g5888	ZN184	7.28e-43
g5888	ZN184	2.03e-42
g5890	AT131	0.0
g5890	AT133	1.70e-82
g5890	AT133	2.38e-11
g5890	AT134	8.82e-79
g5890	AT135	6.64e-77
g5890	AT132	1.74e-76
g5890	AT132	7.42e-16
g5890	AT1A2	1.43e-21
g5890	AT1A4	1.88e-21
g5890	AT1A3	4.46e-21
g5891	GMIP	0.0
g5891	LPAR2	0.0
g5891	LPAR1	4.71e-119
g5891	RHG29	1.20e-116
g5891	LPAR3	5.30e-107
g5891	HMHA1	2.70e-100
g5891	S1PR1	2.83e-62
g5891	S1PR3	1.04e-56
g5892	PBX4	5.62e-96
g5892	PBX4	7.70e-95
g5892	PBX2	2.08e-80
g5892	PBX2	1.21e-50
g5892	PBX1	4.50e-80
g5892	PBX1	7.31e-52
g5892	PBX3	2.28e-78
g5892	PBX3	5.08e-55
g5892	MEIS2	1.23e-11
g5892	MEIS3	1.83e-11
g5892	MEIS1	2.44e-10
g5892	PKNX2	1.91e-09
g5893	CILP2	0.0
g5893	CILP1	0.0
g5893	CILP1	1.59e-32
g5893	DCC	2.11e-07
g5893	PRTG	8.72e-07
g5893	LRIG1	8.77e-07
g5893	TUTLA	3.00e-06
g5893	IGDC3	3.10e-06
g5893	PXDN	9.60e-06
g5894	YJEN3	1.29e-145
g5894	NDUAD	6.81e-94
g5894	NNRE	7.90e-65
g5895	TSSK6	0.0
g5895	TSSK3	1.28e-84
g5895	TSSK2	3.99e-82
g5895	TSSK1	7.27e-82
g5895	TSSK4	1.69e-71
g5895	MARK4	4.21e-53
g5895	MARK3	5.39e-52
g5895	SIK1	2.30e-51
g5896	P66A	0.0
g5896	P66B	1.46e-115
g5897	SCC4	0.0
g5898	SUGP1	0.0
g5898	SUGP2	7.57e-17
g5898	SUGP2	6.21e-11
g5898	SUGP2	5.13e-08
g5898	CHERP	3.37e-08
g5898	CHERP	1.17e-06
g5898	CHERP	1.50e-06
g5898	SF3A1	2.15e-07
g5898	SF3A1	7.93e-07
g5898	RBM5	1.81e-06
g5898	RBM10	2.19e-06
g5899	TM6S2	0.0
g5899	TM6S1	1.50e-123
g5900	HPLN4	6.82e-153
g5900	HPLN4	1.57e-10
g5900	HPLN1	3.93e-79
g5900	HPLN1	5.59e-10
g5900	HPLN3	9.10e-75
g5900	HPLN3	1.40e-11
g5900	HPLN2	7.19e-61
g5900	HPLN2	1.02e-12
g5900	CSPG2	7.11e-34
g5900	CSPG2	6.96e-15
g5900	PGCA	5.07e-33
g5900	PGCA	3.01e-23
g5900	PGCA	1.00e-14
g5900	PGCA	5.08e-14
g5900	NCAN	5.99e-32
g5900	NCAN	2.09e-13
g5900	PGCB	1.95e-30
g5900	PGCB	5.26e-11
g5901	NCAN	0.0
g5901	CSPG2	5.07e-100
g5901	CSPG2	1.81e-93
g5901	PGCA	1.37e-95
g5901	PGCA	3.43e-69
g5901	PGCA	1.01e-53
g5901	PGCB	8.37e-90
g5901	PGCB	2.90e-59
g5901	HPLN3	6.33e-74
g5901	HPLN2	5.51e-63
g5901	HPLN1	7.94e-60
g5901	HPLN4	9.38e-56
g5902	RFXK	1.66e-87
g5902	ANRA2	1.49e-57
g5902	EHMT1	1.71e-18
g5902	EHMT1	7.95e-11
g5902	EHMT1	6.47e-09
g5902	EHMT1	2.07e-07
g5902	ANK2	1.65e-17
g5902	ANK2	1.54e-16
g5902	ANK2	1.31e-14
g5902	ANK2	5.41e-14
g5902	ANK2	5.52e-14
g5902	ANK2	1.70e-13
g5902	ANK2	1.80e-11
g5902	ANK2	3.52e-11
g5902	ANK2	1.16e-10
g5902	ANK2	1.68e-10
g5902	ANK2	2.23e-10
g5902	ANK2	3.07e-10
g5902	ANK2	5.30e-08
g5902	ANK2	1.18e-06
g5902	ANK3	1.36e-16
g5902	ANK3	3.14e-15
g5902	ANK3	6.97e-14
g5902	ANK3	3.76e-13
g5902	ANK3	5.07e-12
g5902	ANK3	7.07e-12
g5902	ANK3	7.49e-11
g5902	ANK3	1.16e-09
g5902	ANK3	6.26e-09
g5902	ANK3	6.69e-09
g5902	ANK3	1.49e-08
g5902	ANK3	1.62e-08
g5902	ANK3	1.94e-08
g5902	EHMT2	1.08e-15
g5902	EHMT2	8.39e-11
g5902	ANR17	1.91e-15
g5902	ANR17	3.32e-15
g5902	ANR17	4.08e-14
g5902	ANR17	8.90e-14
g5902	ANR17	1.04e-12
g5902	ANR17	3.12e-12
g5902	ANR17	3.24e-12
g5902	ANR17	1.00e-11
g5902	ANR17	2.40e-11
g5902	ANR17	2.17e-10
g5902	ANR17	3.14e-10
g5902	ANR17	8.96e-10
g5902	ANR17	4.53e-09
g5902	ANR17	1.73e-07
g5902	ANR17	4.80e-07
g5902	ANK1	9.29e-15
g5902	ANK1	1.36e-13
g5902	ANK1	1.47e-12
g5902	ANK1	1.65e-12
g5902	ANK1	2.43e-12
g5902	ANK1	5.10e-12
g5902	ANK1	1.69e-11
g5902	ANK1	5.51e-11
g5902	ANK1	1.75e-10
g5902	ANK1	5.59e-10
g5902	ANK1	6.07e-09
g5902	ANK1	8.68e-09
g5902	ANK1	1.14e-08
g5902	ANK1	1.74e-08
g5902	ANK1	2.66e-08
g5902	ANK1	5.42e-08
g5902	ANK1	3.22e-06
g5903	BORC8	2.71e-79
g5904	T161A	0.0
g5904	MEF2B	5.48e-117
g5904	T161B	1.23e-112
g5904	MEF2D	3.18e-30
g5904	MEF2A	1.40e-29
g5904	MEF2C	2.04e-29
g5905	S2542	0.0
g5905	GDC	8.32e-63
g5905	SCMC1	8.66e-52
g5905	SCMC3	1.00e-48
g5905	SCMC3	1.27e-12
g5905	SCMC3	9.41e-11
g5905	SCMC2	2.40e-48
g5905	SCMC2	5.15e-15
g5905	S2541	2.59e-37
g5905	S2541	1.52e-11
g5905	ADT1	1.23e-34
g5905	ADT4	2.49e-34
g5905	ADT4	3.09e-09
g5907	ARMC6	0.0
g5908	SUGP2	0.0
g5908	HOME3	0.0
g5908	HOME1	5.74e-99
g5908	HOME2	1.81e-93
g5908	SUGP1	8.19e-15
g5908	SUGP1	5.59e-10
g5908	SUGP1	5.52e-08
g5908	ENAH	3.24e-08
g5908	VASP	1.52e-07
g5908	RBM10	1.56e-06
g5909	DDX49	0.0
g5909	DDX47	1.22e-122
g5909	DDX27	1.48e-68
g5909	DDX54	1.62e-60
g5909	DDX46	9.85e-55
g5909	DDX42	3.24e-54
g5909	DX39A	4.01e-54
g5909	DDX6	5.94e-54
g5910	COPE	0.0
g5911	CERS1	0.0
g5911	CERS4	1.76e-21
g5911	CERS5	4.76e-16
g5911	CERS6	8.24e-16
g5911	CERS2	1.31e-15
g5911	CERS3	7.15e-12
g5913	GDF1	1.53e-172
g5913	GDF3	1.63e-47
g5913	GDF7	5.55e-27
g5913	BMP7	1.13e-26
g5913	GDF5	1.19e-26
g5913	BMP6	1.33e-26
g5913	BMP5	2.22e-26
g5913	BMP3	1.86e-25
g5914	RENT1	0.0
g5914	ZGRF1	1.47e-52
g5914	SMBP2	9.14e-51
g5914	HELZ2	4.07e-50
g5914	HELZ2	7.50e-16
g5914	SETX	1.73e-47
g5914	DNA2	3.97e-46
g5914	MOV10	8.12e-43
g5914	M10L1	1.75e-40
g5915	CRTC1	0.0
g5915	CRTC1	6.51e-44
g5915	CRTC2	2.27e-20
g5915	CRTC2	3.33e-12
g5915	CRTC3	2.96e-17
g5915	CRTC3	3.48e-12
g5916	KLH26	0.0
g5916	KLH13	7.76e-167
g5916	KLHL9	5.85e-166
g5916	KLH31	6.78e-119
g5916	KLH36	1.30e-117
g5916	KLH22	3.13e-103
g5916	KLH14	1.01e-96
g5916	KLH15	1.70e-94
g5917	CRLF1	0.0
g5917	IL6RB	3.82e-24
g5917	PRLR	6.44e-21
g5917	CSF3R	5.06e-13
g5917	CNTFR	1.46e-07
g5917	OSMR	3.35e-07
g5917	IL31R	1.17e-06
g5917	LIFR	3.61e-06
g5918	REX1B	7.17e-46
g5919	RL40	5.45e-93
g5919	RS27A	1.35e-49
g5919	UBB	1.61e-48
g5919	UBB	1.61e-48
g5919	UBB	1.61e-48
g5919	UBB	2.45e-48
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
g5919	UBC	9.05e-46
